PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
25040043		Yes	N	N	microRNA-122 regulates hypoxia-inducible factor-1 and vimentin in hepatocytes and correlates with fibrosis in diet-induced steatohepatitis.		N		N	
25053509		Yes	N	N	Soluble MHC-II proteins promote suppressive activity in CD4+ T cells.		N		N	
25055907		NA	N	N	MicroRNA profiling of exosomes isolated from biofluids and conditioned media.		N		N	
25055908		No	N	N	Isolation of urinary exosomes for RNA biomarker discovery using a simple, fast, and highly scalable method.		N		N	
25069443		NA	Y	Y	Tumor-Derived Exosomes Contain microRNAs with Immunological Function: Implications for a Novel Immunosuppression Mechanism.		Y		Y	
25073444		Yes	Y	Y	Exosomes participate in the alteration of muscle homeostasis during lipid-induced insulin resistance in mice.		Y		Y	
25077924		Yes	Y	Y	Exosomes mediate drug resistance transfer in MCF-7 breast cancer cells and a probable mechanism is delivery of P-glycoprotein.		Y		Y	
25080351		NA	N	N	Detection of Mycobacterium tuberculosis peptides in the exosomes of patients with active and latent M. tuberculosis infection using MRM-MS.		N		N	
25084218		Yes	Y	Y	Paclitaxel is incorporated by mesenchymal stromal cells and released in exosomes that inhibit in vitro tumor growth: a new approach for drug delivery.		N		Y	
25085563		NA	N	N	Potential application of extracellular vesicles of human adipose tissue-derived mesenchymal stem cells in Alzheimer's disease therapeutics.		Y		Y	
25086727		Yes	Y	Y	Adipocyte exosomes induce transforming growth factor beta pathway dysregulation in hepatocytes: a novel paradigm for obesity-related liver disease.		Y		Y	
25092378		Yes	Y	Y	Exosomes from IL-1β stimulated synovial fibroblasts induce osteoarthritic changes in articular chondrocytes.		Y		Y	
25095870		No	N	N	Galectin-3, a biomarker linking oxidative stress and inflammation with the clinical outcomes of patients with atherothrombosis.		N		N	
25099764		No	N	N	Combined detection of serum exosomal miR-21 and HOTAIR as diagnostic and prognostic biomarkers for laryngeal squamous cell carcinoma.		N		N	
25104112		NA	N	N	Placenta-derived exosomes continuously increase in maternal circulation over the first trimester of pregnancy.		N		N	
25111183		NA	N	N	Different gDNA content in the subpopulations of prostate cancer extracellular vesicles: apoptotic bodies, microvesicles, and exosomes.		N		N	
25112864		No	Y	Y	Systemic exosomal siRNA delivery reduced alpha-synuclein aggregates in brains of transgenic mice.		Y		Y	
25135971		NA	Y	Y	Multifaceted effects of oligodendroglial exosomes on neurons: impact on neuronal firing rate, signal transduction and gene regulation.		Y		Y	
25135977		NA	Y	Y	Extracellular vesicles as modulators of cell-to-cell communication in the healthy and diseased brain.		N?		Y	
25138791		NA	N	N	The exocyst and regulatory GTPases in urinary exosomes.		Y		N	
25147646		NA	N	N	Isolation and characterization of platelet-derived extracellular vesicles.		N		N	
25157106		NA	N	N	First demonstration of transmissible spongiform encephalopathy-associated prion protein (PrPTSE) in extracellular vesicles from plasma of mice infected with mouse-adapted variant Creutzfeldt-Jakob disease by in vitro amplification.		N		N	
25157233		Yes	Y	Y	Extravillous trophoblast cells-derived exosomes promote vascular smooth muscle cell migration.		Y		Y	
25159140		Yes	N	N	Endogenous RNAs modulate microRNA sorting to exosomes and transfer to acceptor cells.		Y		N	
25163645		Yes	Y	Y	Exosome poly-ubiquitin inhibits platelet activation, downregulates CD36 and inhibits pro-atherothombotic cellular functions.		Y		Y	
25175453		NA	N	N	Neuro-semeiotics and "free-energy minimization" suggest a unified perspective for integrative brain actions: focus on receptor heteromers and Roamer type of volume transmission.		N		N	
25189198		NA	N	N	Large-scale generation of cell-derived nanovesicles.		N		N	
25196673		NA	N	N	In vivo kinetic biodistribution of nano-sized outer membrane vesicles derived from bacteria.		N		N	
25200057		Yes	N	N	Cross talk of combined gene and cell therapy in ischemic heart disease: role of exosomal microRNA transfer.		N		Y	
25203514		NA	N	N	MicroRNA-29b modulates innate and antigen-specific immune responses in mouse models of autoimmunity.		Y		N	
25206960		NA	N	N	Different immunogenicity but similar antitumor efficacy of two DNA vaccines coding for an antigen secreted in different membrane vesicle-associated forms.		N		N	
25209049		NA	N	N	Isolation of urinary extracellular vesicles from Tamm- Horsfall protein-depleted urine and their application in the development of a lectin-exosome-binding assay.		N		N	
25214786		No	N	N	In vitro evaluation of endothelial exosomes as carriers for small interfering ribonucleic acid delivery.		N		N	
25227242		No	N	N	Prion strains are differentially released through the exosomal pathway.		N		N	
25229627		NA	N	N	GDNF-transfected macrophages produce potent neuroprotective effects in Parkinson's disease mouse model.		N		N	
25241362		No	Y	Y	Molecular characterization of exosomes and their microRNA cargo in human follicular fluid: bioinformatic analysis reveals that exosomal microRNAs control pathways involved in follicular maturation.		Y		Y	
25241964		NA	Y	Y	Exosomes: novel effectors of human platelet lysate activity.		Y		Y	
25242326		NA	N	N	Nontemplated nucleotide additions distinguish the small RNA composition in cells from exosomes.		N		N	
25246552		NA	N	N	Modeling putative therapeutic implications of exosome exchange between tumor and immune cells.		N		N	
25261234		NA	Y	Y	Cellular disposal of miR23b by RAB27-dependent exosome release is linked to acquisition of metastatic properties.		Y		Y	
25265333		Yes	N	N	Quantitative proteomic analysis of exosome protein content changes induced by hepatitis B virus in Huh-7 cells using SILAC labeling and LC-MS/MS.		N		N	
25267620		NA	N	N	Quantitative and stoichiometric analysis of the microRNA content of exosomes.		N		N	
25268461		NA	N	N	Exploring the human mesenchymal stem cell tubule communication network through electron microscopy.		N		N	
25268476		Yes	Y	Y	Prostate tumor-derived exosomes down-regulate NKG2D expression on natural killer cells and CD8+ T cells: mechanism of immune evasion.		Y		Y	
25269776		NA	N	N	Identification of microRNAs in exosomes isolated from serum and umbilical cord blood, as well as placentomes of gestational day 90 pregnant sheep.		N		N	
25273530		NA	Y	Y	Human exosomal placenta-associated miR-517a-3p modulates the expression of PRKG1 mRNA in Jurkat cells.		Y		Y	
25275511		NA	N	N	Development of glomerulus-, tubule-, and collecting duct-specific mRNA assay in human urinary exosomes and microvesicles.		N		N	
25275643		NA	Y	Y	Exosomes from hepatitis C infected patients transmit HCV infection and contain replication competent viral RNA in complex with Ago2-miR122-HSP90.		Y		Y	
25290620		Yes	Y	Y	Pancreatic cancer derived exosomes regulate the expression of TLR4 in dendritic cells via miR-203.		Y		Y	
25310591		NA	N	N	Urinary exosomes: a novel means to non-invasively assess changes in renal gene and protein expression.		N		Y	
25311367		Yes	Y	Y	Mast cell exosomes promote lung adenocarcinoma cell proliferation - role of KIT-stem cell factor signaling.		Y		Y	
25317276		NA	N	N	Importance of exosome depletion protocols to eliminate functional and RNA-containing extracellular vesicles from fetal bovine serum.		Y		N	
25330118		Yes	Y	Y	Antigen transfer from exosomes to dendritic cells as an explanation for the immune enhancement seen by IgE immune complexes.		Y		Y	
25330373		NA	N	N	Deep sequencing of RNA from three different extracellular vesicle (EV) subtypes released from the human LIM1863 colon cancer cell line uncovers distinct miRNA-enrichment signatures.		N		N	
25332113		NA	N	N	Lipidomic and proteomic characterization of platelet extracellular vesicle subfractions from senescent platelets.		N		N	
25333260		NA	N	N	Increased serum levels of circulating exosomal microRNA-373 in receptor-negative breast cancer patients.		N		N	
25355568		No	N	N	Exosomes in urine biomarker discovery.		N		N	
25355928		NA	Y	Y	Pancreatic Cancer-Derived Exosomes Cause Paraneoplastic β-cell Dysfunction.		N		Y	
25374572		NA	N	N	Update on controls for isolation and quantification methodology of extracellular vesicles derived from adipose tissue mesenchymal stem cells.		N		N	
25386348		NA	N	N	Extracellular vesicles in hematological disorders.		N		N	
25393546		NA	N	N	Quantitative analysis of tissue distribution of the B16BL6-derived exosomes using a streptavidin-lactadherin fusion protein and iodine-125-labeled biotin derivative after intravenous injection in mice.		N		N	
25398455		NA	N	N	Exosomes secreted by cortical neurons upon glutamatergic synapse activation specifically interact with neurons.		Y		N	
25412325		NA	N	N	Therapeutic potential of human adipose-derived stem cells (ADSCs) from cancer patients: a pilot study.		N		N	
25417103		Yes	Y	Y	Exosome transfer from stromal to breast cancer cells regulates therapy resistance pathways.		Y		Y	
25418078		NA	N	N	Horse adipose-derived mesenchymal stromal cells constitutively produce membrane vesicles: a morphological study.		N		N	
25420022		NA	N	N	Cerebrospinal fluid extracellular vesicles undergo age dependent declines and contain known and novel non-coding RNAs.		N		N	
25421927		Yes	Y	Y	Exosomes secreted by nematode parasites transfer small RNAs to mammalian cells and modulate innate immunity.		Y		Y	
25425650		NA	Y	Y	Acceleration of α-synuclein aggregation by exosomes.		Y		Y	
25428807		Yes	Y	Y	Exosome-mediated transfer of miR-10b promotes cell invasion in breast cancer.		Y		Y	
25429310		NA	N	N	Extracellular Vesicles in Heart Disease: Excitement for the Future ?		Y		N	
25445383		NA	N	N	Identification of cell-free microRNAs in the urine of patients with prostate cancer.				N	
25447848		Yes	Y	Y	Hepatitis C virus infection induces autocrine interferon signaling by human liver endothelial cells and release of exosomes, which inhibits viral replication.		Y?		N	
25470250		No	N	N	Circulating extracellular vesicles with specific proteome and liver microRNAs are potential biomarkers for liver injury in experimental fatty liver disease.		N		N	
25478574		NA	N	N	Increased DJ-1 in urine exosome of Korean males with Parkinson's disease.		N		N	
25503309		NA	N	N	Altered microRNA expression profile in exosomes during osteogenic differentiation of human bone marrow-derived mesenchymal stem cells.		N		N	
25503676		NA	N	N	Vps4A functions as a tumor suppressor by regulating the secretion and uptake of exosomal microRNAs in human hepatoma cells.		N		N	
25505060		Yes	N	N	Virion-independent transfer of replication-competent hepatitis C virus RNA between permissive cells.		N		N	
25505237		NA	Y	Y	Effect of nasopharyngeal carcinoma-derived exosomes on human regulatory T cells.		Y		Y	
25510783		NA	N	N	MicroRNA in exosomes isolated directly from the liver circulation in patients with metastatic uveal melanoma.		N		N	
25514462		Yes	N	N	Claudin-7 promotes the epithelial-mesenchymal transition in human colorectal cancer.		N		N	
25522782		Yes	Y*	Y*	Inhibition of porcine reproductive and respiratory syndrome virus infection by recombinant adenovirus- and/or exosome-delivered the artificial microRNAs targeting sialoadhesin and CD163 receptors.		Y		Y	
25523519		No	N	N	Biodistribution and delivery efficiency of unmodified tumor-derived exosomes.		N		N	
25525832		NA	N	N	Human mesenchymal stroma/stem cells exchange membrane proteins and alter functionality during interaction with different tumor cell lines.		N		N	
25526899		NA	N	N	Exosomes, endogenous retroviruses and toll-like receptors: pregnancy recognition in ewes.		N		Y	
25533220		Yes	Y	Y	Cardiac endothelial cell-derived exosomes induce specific regulatory B cells.		Y		Y	
25533679		No	N	N	Intracellular pathways following uptake of bevacizumab in RPE cells.		N		N	
25542098		NA	N	N	PTEN secretion in exosomes.		N		N	
25545008		NA	N	N	Differences between disease-associated endoplasmic reticulum aminopeptidase 1 (ERAP1) isoforms in cellular expression, interactions with tumour necrosis factor receptor 1 (TNF-R1) and regulation by cytokines.		N		N	
25551548		NA	Y	Y	Exosome-dependent and independent mechanisms are involved in prion-like transmission of propagated Cu/Zn superoxide dismutase misfolding.		Y?		Y	
25557794		Yes	Y	Y	Tumour cell-derived extracellular vesicles interact with mesenchymal stem cells to modulate the microenvironment and enhance cholangiocarcinoma growth.		Y		Y	
25559219		NA	N	N	Analysis of exosome purification methods using a model liposome system and tunable-resistive pulse sensing.		N		N	
25568317		Yes	N	N	The αvβ6 integrin is transferred intercellularly via exosomes.		N		N	
25579119		NA	N	N	The passenger strand, miR-21-3p, plays a role in mediating cisplatin resistance in ovarian cancer cells.		N		N	
25590961		NA	Y	Y	Exosomes secreted from GATA-4 overexpressing mesenchymal stem cells serve as a reservoir of anti-apoptotic microRNAs for cardioprotection.		Y		Y	
25593928		NA	N	N	Perturbations in the urinary exosome in transplant rejection.		N		N	
25594007		NA	N	N	Highly skewed distribution of miRNAs and proteins between colorectal cancer cells and their exosomes following Cetuximab treatment: biomolecular, genetic and translational implications.		N		Y	
25594326		NA	Y	Y	Effect of exosomes derived from multipluripotent mesenchymal stromal cells on functional recovery and neurovascular plasticity in rats after traumatic brain injury.		Y		Y	
25603952		Yes	Y	Y	Exosomal Hsp70 mediates immunosuppressive activity of the myeloid-derived suppressor cells via phosphorylation of Stat3.		Y		Y	
25609010		NA	N	N	Exosome delivered anticancer drugs across the blood-brain barrier for brain cancer therapy in Danio rerio.		Y		Y	
25609736		NA	N	N	Diabetic nephropathy is associated with increased urine excretion of proteases plasmin, prostasin and urokinase and activation of amiloride-sensitive current in collecting duct cells.		N		N	
